Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
4164,Paraguay,Cordillera,Caacupé,0161,Civil Unrest / Other / Non-Violent,Religious
4165,Paraguay,Cordillera,Caacupé,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4166,Paraguay,Concepción,Loreto,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4167,Paraguay,Cordillera,Eusebio Ayala,0152,Civil Unrest / Other Government / Violent,General Population
4168,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,General Population
4169,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4170,Paraguay,Asunción,Asunción,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
4171,Paraguay,Central,Capiatá,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4172,Paraguay,Central,San Lorenzo,0152,Civil Unrest / Other Government / Violent,Education
4173,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4174,Paraguay,,,0151,Civil Unrest / Other Government / Non-Violent,Labor
4175,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4176,Paraguay,Alto Paraná,Minga Guazú,0161,Civil Unrest / Other / Non-Violent,General Population
4177,Paraguay,Central,Capiatá,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4178,Paraguay,Caazapá,Caazapá,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
4179,Paraguay,Misiones,San Patricio,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4180,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,Education
4181,Paraguay,Caaguazú,Coronel Oviedo,0161,Civil Unrest / Other / Non-Violent,Religious
4182,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4183,Paraguay,Asunción,Asunción,0141,Civil Unrest / Other Economic / Non-Violent,Medical
4184,Paraguay,,,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4185,Paraguay,Cordillera,Caacupé,0161,Civil Unrest / Other / Non-Violent,Religious
4186,Paraguay,Caaguazú,José Ocampos,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
4187,Paraguay,Misiones,San Ignacio,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4188,Paraguay,Presidente Hayes,Villa Hayes,0151,Civil Unrest / Other Government / Non-Violent,General Population
4189,Paraguay,Alto Paraná,,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
4190,Paraguay,Alto Paraná,Minga Guazú,0161,Civil Unrest / Other / Non-Violent,General Population
4191,Paraguay,Alto Paraná,Yguazú,0141,Civil Unrest / Other Economic / Non-Violent,Ethnic
4192,Paraguay,Presidente Hayes,Mariano Roque Alonso,0151,Civil Unrest / Other Government / Non-Violent,General Population
4193,Paraguay,,,0161,Civil Unrest / Other / Non-Violent,General Population
4194,Paraguay,Alto Paraná,Ciudad del Este,0162,Civil Unrest / Other / Violent,General Population
4195,Paraguay,San Pedro,Aguaray,0161,Civil Unrest / Other / Non-Violent,Agricultural
4196,Paraguay,Paraguarí,General Bernardino Caballero,0152,Civil Unrest / Other Government / Violent,General Population
4197,Paraguay,San Pedro,San Estanislao,0162,Civil Unrest / Other / Violent,General Population
4198,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Legal
4199,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,General Population
4200,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4201,Paraguay,Guairá,Villarrica,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4202,Paraguay,Alto Paraná,Ciudad del Este,0151,Civil Unrest / Other Government / Non-Violent,Business
4203,Paraguay,Alto Paraná,Ciudad del Este,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4204,Paraguay,Alto Paraná,Ciudad del Este,0161,Civil Unrest / Other / Non-Violent,General Population
4205,Paraguay,Concepción,Concepción,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4206,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4207,Paraguay,Misiones,Ayolas,0161,Civil Unrest / Other / Non-Violent,General Population
4208,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4209,Paraguay,Asunción,Asunción,0112,Civil Unrest / Employment & Wages / Violent,Education
4210,Paraguay,Misiones,Santa María,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4211,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
4212,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4213,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,General Population
4214,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,General Population
4215,Paraguay,Central,Areguá,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4216,Paraguay,Central,Areguá,0161,Civil Unrest / Other / Non-Violent,General Population
4217,Paraguay,Canendiyú,Curuguaty,0161,Civil Unrest / Other / Non-Violent,General Population
4218,Paraguay,Asunción,Asunción,0162,Civil Unrest / Other / Violent,General Population
4219,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4220,Paraguay,Misiones,San Ignacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Agricultural
4221,Paraguay,Central,San Antonio,0161,Civil Unrest / Other / Non-Violent,General Population
4222,Paraguay,Guairá,Itapé,0161,Civil Unrest / Other / Non-Violent,Religious
4223,Paraguay,Caaguazú,Caaguazú,0141,Civil Unrest / Other Economic / Non-Violent,Agricultural
4224,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
4225,Paraguay,Asunción,Asunción,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4226,Paraguay,Presidente Hayes,Villa Hayes,0161,Civil Unrest / Other / Non-Violent,Education
4227,Paraguay,Alto Paraná,Ciudad del Este,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4228,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
4229,Paraguay,Presidente Hayes,Villa Hayes,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4230,Paraguay,Alto Paraná,,0161,Civil Unrest / Other / Non-Violent,Religious
4231,Paraguay,Central,Areguá,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4232,Paraguay,,,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4233,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4234,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4235,Paraguay,Alto Paraná,Ciudad del Este,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4236,Paraguay,Central,Capiatá,0161,Civil Unrest / Other / Non-Violent,General Population
4237,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,General Population
4238,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4239,Paraguay,Itapúa,Encarnación,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4240,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Labor
4241,Paraguay,Asunción,Asunción,0161,Civil Unrest / Other / Non-Violent,Religious
4242,Paraguay,Central,San Lorenzo,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
4243,Uruguay,Maldonado,Maldonado,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4244,Uruguay,Canelones,Pando,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4245,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,Education
4246,Uruguay,Montevideo,Montevideo,0161,Civil Unrest / Other / Non-Violent,General Population
4247,Uruguay,Montevideo,Montevideo,0161,Civil Unrest / Other / Non-Violent,General Population
4248,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,General Population
4249,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,General Population
4250,Uruguay,Montevideo,Montevideo,0151,Civil Unrest / Other Government / Non-Violent,General Population
4251,Uruguay,Montevideo,Montevideo,0161,Civil Unrest / Other / Non-Violent,General Population
4252,Venezuela,Miranda,Los Teques,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4253,Venezuela,Caracas,Caracas,0161,Civil Unrest / Other / Non-Violent,General Population
4254,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4255,Venezuela,Anzoátegui,Barcelona,0162,Civil Unrest / Other / Violent,Education
4256,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4257,Venezuela,Falcón,Coro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4258,Venezuela,Anzoátegui,Barcelona,0162,Civil Unrest / Other / Violent,Education
4259,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4260,Venezuela,Ciudad Guayana,Bolívar,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4261,Venezuela,Anzoátegui,Barcelona,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4262,Venezuela,Ciudad Guayana,Bolívar,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4263,Venezuela,Aragua,,0161,Civil Unrest / Other / Non-Violent,General Population
4264,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4265,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4266,Venezuela,Portuguesa,Guanare,0112,Civil Unrest / Employment & Wages / Violent,Labor
4267,Venezuela,Caracas,Caracas,0161,Civil Unrest / Other / Non-Violent,Labor
4268,Venezuela,Caracas,Caracas,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4269,Venezuela,Bolívar,Ciudad Guayana,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4270,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4271,Venezuela,Miranda,Guarenas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4272,Venezuela,Caracas,Caracas,0151,Civil Unrest / Other Government / Non-Violent,Education
4273,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4274,Venezuela,Portuguesa,Guanare,0122,Civil Unrest / Housing / Violent,General Population
4275,Venezuela,Sucre,Cumaná,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4276,Venezuela,Sucre,Cumaná,0112,Civil Unrest / Employment & Wages / Violent,Education
4277,Venezuela,Falcón,Coro,0152,Civil Unrest / Other Government / Violent,General Population
4278,Venezuela,Caracas,Caracas,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4279,Venezuela,Caracas,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4280,Venezuela,Bolívar,Ciudad Bolívar,0151,Civil Unrest / Other Government / Non-Violent,General Population
4281,Venezuela,Monagas,Maturín,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4282,Venezuela,Caracas,Caracas,0112,Civil Unrest / Employment & Wages / Violent,Labor
4283,Venezuela,Caracas,Caracas,0112,Civil Unrest / Employment & Wages / Violent,Labor
4284,Venezuela,Bolívar,Ciudad Guayana,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4285,Venezuela,Barinas,Barinas,0152,Civil Unrest / Other Government / Violent,General Population
4286,Venezuela,Lara,Barquisimeto,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
4287,Venezuela,Caracas,Caracas,0162,Civil Unrest / Other / Violent,General Population
4289,Paraguay,Central,Luque,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4290,Venezuela,Zulia,-,0161,Civil Unrest / Other / Non-Violent,Ethnic
4291,Argentina,,,033,Illness / Common,47
4292,Argentina,,,033,Illness / Common,28
4293,Argentina,,,033,Illness / Common,17
4294,Argentina,,,033,Illness / Common,10
4295,Argentina,,,033,Illness / Common,10
4296,Argentina,,,033,Illness / Common,5
4297,Bolivia,,,033,Illness / Common,20
4298,Bolivia,,,033,Illness / Common,20
4299,Bolivia,,,033,Illness / Common,11
4300,Bolivia,,,033,Illness / Common,15
4301,Bolivia,,,033,Illness / Common,4
4302,Bolivia,,,033,Illness / Common,3
4303,Chile,,,033,Illness / Common,54
4304,Chile,,,033,Illness / Common,53
4305,Chile,,,033,Illness / Common,60
4306,Chile,,,033,Illness / Common,47
4307,Chile,,,033,Illness / Common,31
4308,Chile,,,033,Illness / Common,22
4309,Chile,,,033,Illness / Common,27
4310,Colombia,,,033,Illness / Common,11
4311,Colombia,,,033,Illness / Common,23
4312,Colombia,,,033,Illness / Common,12
4313,Colombia,,,033,Illness / Common,6
4314,Colombia,,,033,Illness / Common,2
4315,Colombia,,,033,Illness / Common,0
4316,Costa Rica,,,033,Illness / Common,27
4317,Costa Rica,,,033,Illness / Common,20
4318,Costa Rica,,,033,Illness / Common,20
4319,Costa Rica,,,033,Illness / Common,56
4320,Costa Rica,,,033,Illness / Common,23
4321,Ecuador,,,033,Illness / Common,7
4322,Ecuador,,,033,Illness / Common,18
4323,El Salvador,,,033,Illness / Common,5
4324,El Salvador,,,033,Illness / Common,1
4325,El Salvador,,,033,Illness / Common,3
4326,El Salvador,,,033,Illness / Common,7
4327,El Salvador,,,033,Illness / Common,6
4328,El Salvador,,,033,Illness / Common,1
4329,El Salvador,,,033,Illness / Common,0
4330,Guatemala,,,033,Illness / Common,3
4331,Guatemala,,,033,Illness / Common,0
4332,Guatemala,,,033,Illness / Common,0
4333,Guatemala,,,033,Illness / Common,0
4334,Guatemala,,,033,Illness / Common,4
4335,Guatemala,,,033,Illness / Common,2
4336,Honduras ,,,033,Illness / Common,7
4337,Honduras ,,,033,Illness / Common,13
4338,Honduras ,,,033,Illness / Common,3
4339,Mexico,,,033,Illness / Common,120
4340,Mexico,,,033,Illness / Common,69
4341,Mexico,,,033,Illness / Common,81
4342,Mexico,,,033,Illness / Common,72
4343,Mexico,,,033,Illness / Common,84
4344,Mexico,,,033,Illness / Common,13
4345,Nicaragua,,,033,Illness / Common,2
4346,Nicaragua,,,033,Illness / Common,2
4347,Nicaragua,,,033,Illness / Common,3
4348,Nicaragua,,,033,Illness / Common,3
4349,Nicaragua,,,033,Illness / Common,0
4350,Panamá,,,033,Illness / Common,50
4351,Panamá,,,033,Illness / Common,30
4352,Panamá,,,033,Illness / Common,10
4353,Panamá,,,033,Illness / Common,23
4354,Panamá,,,033,Illness / Common,34
4355,Panamá,,,033,Illness / Common,5
4356,Paraguay,,,033,Illness / Common,20
4357,Paraguay,,,033,Illness / Common,17
4358,Paraguay,,,033,Illness / Common,22
4359,Paraguay,,,033,Illness / Common,45
4360,Paraguay,,,033,Illness / Common,18
4361,Peru,,,033,Illness / Common,7
4362,Peru,,,033,Illness / Common,7
4363,Peru,,,033,Illness / Common,2
4364,Peru,,,033,Illness / Common,7
4365,Peru,,,033,Illness / Common,5
4366,Peru,,,033,Illness / Common,12
4367,Costa Rica,,,0411,Economy / Stock Index / Increase,CRSMBCT
4368,Costa Rica,,,0412,Economy / Stock Index / Decrease,CRSMBCT
4369,Costa Rica,,,0411,Economy / Stock Index / Increase,CRSMBCT
4370,Brazil,,,0422,Economy / Currency Exchange / Decrease,BRL
4371,Argentina,,,0411,Economy / Stock Index / Increase,Merval
4372,Panamá,,,0412,Economy / Stock Index / Decrease,BVPSBVPS
4373,Panamá,,,0411,Economy / Stock Index / Increase,BVPSBVPS
4374,Chile,Araucanía,Temuco,0313,Illness / Rare / Hantavirus,
4375,Chile,N/A,N/A,0313,Illness / Rare / Hantavirus,
4377,Chile,Los Lagos ,Puerto Montt,0313,Illness / Rare / Hantavirus,
4378,Chile,Araucanía,Puren,0313,Illness / Rare / Hantavirus,
4379,Chile,Bío Bío,Mulchén,0313,Illness / Rare / Hantavirus,
4380,Venezuela,Zulia,N/A,0212,Vote / Election / Governor,Arias Cardenas
4381,Venezuela,Carabobo ,N/A,0212,Vote / Election / Governor,Francisco Ameliach
4382,Venezuela,Aragua ,N/A,0212,Vote / Election / Governor,Tareck El Aissami
4383,Argentina,-,-,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4384,Argentina,-,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4385,Argentina,-,-,0151,Civil Unrest / Other Government / Non-Violent,Labor
4386,Argentina,-,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Education
4387,Argentina,-,Buenos Aires,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4388,Argentina,-,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
4390,Argentina,-,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,Labor
4391,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4392,Argentina,-,Buenos Aires,0121,Civil Unrest / Housing / Non-Violent,General Population
4393,Argentina,Córdoba,Córdoba,0142,Civil Unrest / Other Economic / Violent,General Population
4394,Argentina,Buenos Aires,Mar del Plata,0152,Civil Unrest / Other Government / Violent,General Population
4395,Argentina,Buenos Aires,Mar del Plata,0151,Civil Unrest / Other Government / Non-Violent,General Population
4396,Argentina,Chubut,Comodoro Rivadavia,0112,Civil Unrest / Employment & Wages / Violent,Labor
4397,Argentina,-,-,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4398,Argentina,Buenos Aires,Pinamar,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4399,Argentina,Santa Fé,Rosario,0162,Civil Unrest / Other / Violent,General Population
4400,Argentina,Tucumán,Tucumán,0161,Civil Unrest / Other / Non-Violent,General Population
4401,Argentina,Río Negro,Cipolletti,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4402,Argentina,Río Negro,General Roca,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4403,Argentina,Río Negro,-,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4404,Argentina,-,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,Ethnic
4405,Argentina,Chubut,Esquel,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4406,Argentina,Buenos Aires,-,0152,Civil Unrest / Other Government / Violent,General Population
4407,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4408,Argentina,-,Buenos Aires,0161,Civil Unrest / Other / Non-Violent,General Population
4409,Argentina,Buenos Aires,-,0151,Civil Unrest / Other Government / Non-Violent,General Population
4410,Argentina,Chaco,Presidencia Roque Sáenz Peña,0162,Civil Unrest / Other / Violent,General Population
4411,Argentina,-,Buenos Aires,0151,Civil Unrest / Other Government / Non-Violent,General Population
4412,Argentina,Santa Fé,Rosario,0151,Civil Unrest / Other Government / Non-Violent,General Population
4413,Argentina,-,Buenos Aires,0132,Civil Unrest / Energy & Resources / Violent,Business
4414,Argentina,-,Buenos Aires,0132,Civil Unrest / Energy & Resources / Violent,General Population
4415,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,Business
4416,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4417,Argentina,-,Buenos Aires,0132,Civil Unrest / Energy & Resources / Violent,Business
4418,Argentina,-,Buenos Aires,0132,Civil Unrest / Energy & Resources / Violent,General Population
4419,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4420,Argentina,Buenos Aires,-,0161,Civil Unrest / Other / Non-Violent,General Population
4421,Argentina,Santa Fé,Rosario,0151,Civil Unrest / Other Government / Non-Violent,General Population
4422,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4423,Argentina,-,Buenos Aires,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4424,Brazil,Rio de Janeiro,Rio de Janeiro,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4425,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,Education
4426,Brazil,Bahia,Salvador,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
4427,Brazil,Rio de Janeiro,Angra dos Reis,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4428,Brazil,Rio de Janeiro,-,0132,Civil Unrest / Energy & Resources / Violent,General Population
4429,Brazil,Rio de Janeiro,-,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4430,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4431,Brazil,Alagoas,-,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
4432,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4433,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,Education
4434,Brazil,Rio Grande do Sul,Porto Alegre,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4435,Brazil,São Paulo,São Paulo,0162,Civil Unrest / Other / Violent,General Population
4436,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4437,Brazil,Santa Catarina,São José,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4438,Brazil,Rio de Janeiro,-,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4439,Brazil,São Paulo,São Paulo,0122,Civil Unrest / Housing / Violent,General Population
4440,Brazil,Rio de Janeiro,Petrópolis,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4441,Brazil,Rio de Janeiro,Rio de Janeiro,0161,Civil Unrest / Other / Non-Violent,Education
4442,Brazil,São Paulo,Guarujá,0161,Civil Unrest / Other / Non-Violent,General Population
4444,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,Ethnic
4445,Brazil,Rio de Janeiro,Duque de Caxias,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4446,Brazil,Rio de Janeiro,Rio de Janeiro,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
4447,Brazil,São Paulo,Campinas,0122,Civil Unrest / Housing / Violent,Refugees/Displaced
4448,Brazil,Rio Grande do Sul,Porto Alegre,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4449,Brazil,Rio de Janeiro,Rio de Janeiro,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4450,Brazil,Minas Gerais,-,0162,Civil Unrest / Other / Violent,General Population
4451,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,Labor
4452,Brazil,São Paulo,Campinas,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4453,Brazil,Rio de Janeiro,Rio de Janeiro,0161,Civil Unrest / Other / Non-Violent,General Population
4454,Brazil,São Paulo,São José dos Campos,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4455,Brazil,Brasilia,Brasilia,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4456,Brazil,Rio Grande do Sul,Porto Alegre,0141,Civil Unrest / Other Economic / Non-Violent,General Population
4457,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4458,Brazil,São Paulo,São Paulo,0151,Civil Unrest / Other Government / Non-Violent,General Population
4459,Brazil,São Paulo,São José dos Campos,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4460,Brazil,São Paulo,São José dos Campos,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4461,Brazil,São Paulo,São José dos Campos,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4462,Brazil,São Paulo,São Paulo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4463,Brazil,-,-,0132,Civil Unrest / Energy & Resources / Violent,Ethnic
4464,Brazil,São Paulo,-,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
4465,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4466,Brazil,-,-,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4467,Brazil,São Paulo,São Paulo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4468,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4469,Brazil,Rio de Janeiro,Rio de Janeiro,0151,Civil Unrest / Other Government / Non-Violent,General Population
4470,Brazil,Rio de Janeiro,Rio de Janeiro,0121,Civil Unrest / Housing / Non-Violent,General Population
4471,Brazil,Rio Grande do Sul,Santa Maria,0161,Civil Unrest / Other / Non-Violent,General Population
4472,Brazil,São Paulo,São Paulo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4473,Brazil,Rio de Janeiro,Rio de Janeiro,0161,Civil Unrest / Other / Non-Violent,Medical
4474,Brazil,Rio Grande do Sul,Santa Maria,0151,Civil Unrest / Other Government / Non-Violent,General Population
4475,Brazil,São Paulo,São Paulo,0151,Civil Unrest / Other Government / Non-Violent,General Population
4476,Brazil,Brasilia,Brasilia,0151,Civil Unrest / Other Government / Non-Violent,General Population
4477,Brazil,-,-,0151,Civil Unrest / Other Government / Non-Violent,Labor
4478,Brazil,Amazonas,Manaus,0151,Civil Unrest / Other Government / Non-Violent,Business
4479,Chile,Metropolitana,Santiago,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4480,Chile,Bío Bío,Arauco,0162,Civil Unrest / Other / Violent,General Population
4481,Chile,Bío Bío,Concepción,0162,Civil Unrest / Other / Violent,General Population
4482,Chile,Bío Bío,Los Álamos,0162,Civil Unrest / Other / Violent,General Population
4483,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,General Population
4484,Chile,Araucanía,Temuco,0162,Civil Unrest / Other / Violent,General Population
4486,Chile,Metropolitana,Santiago,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4487,Chile,Araucanía,Temuco,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
4488,Chile,Metropolitana,Santiago,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4489,Chile,Araucanía,Freire,0151,Civil Unrest / Other Government / Non-Violent,Labor
4490,Chile,Araucanía,Villarica,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4491,Chile,Metropolitana,Santiago,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4492,Chile,Metropolitana,Santiago,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4493,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General Population
4494,Chile,Valparaíso,Valparaíso,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
4495,Chile,Metropolitana,Santiago,0161,Civil Unrest / Other / Non-Violent,General Population
4496,Chile,Metropolitana,Santiago,0121,Civil Unrest / Housing / Non-Violent,General Population
4497,Chile,Magellanes,Punta Arenas,0161,Civil Unrest / Other / Non-Violent,General Population
4498,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,Ethnic
4499,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,General Population
4500,Chile,Bío Bío,,0162,Civil Unrest / Other / Violent,Ethnic
4501,Chile,Metropolitana,Santiago,0152,Civil Unrest / Other Government / Violent,General Population
4502,Chile,Metropolitana,Santiago,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
4503,Chile,Bío Bío,Chillán,0162,Civil Unrest / Other / Violent,General Population
